split,image_id,source_relative_path,prepared_name,annotation_id,class_id,class,coco_bbox_xywh,yolo_xc_yc_w_h,image_width,image_height,relative_area,size_bucket,clipped
test,1004,batch_5/000105.JPG,batch_5_000105.JPG,2995,7,straw,"1672.00,224.00,122.00,37.00","0.530944,0.099060,0.037377,0.015114",3264,2448,0.00056494,tiny,False
val,1005,batch_5/000106.JPG,batch_5_000106.JPG,2999,0,bag_wrapper,"1364.00,682.00,1139.00,102.00","0.592371,0.299428,0.348958,0.041667",3264,2448,0.01453993,small,False
val,1005,batch_5/000106.JPG,batch_5_000106.JPG,3000,0,bag_wrapper,"1085.00,356.00,97.00,140.00","0.347273,0.174020,0.029718,0.057190",3264,2448,0.00169957,tiny,False
val,1005,batch_5/000106.JPG,batch_5_000106.JPG,3001,0,bag_wrapper,"163.00,527.00,223.00,83.00","0.084099,0.232230,0.068321,0.033905",3264,2448,0.00231644,tiny,False
test,1007,batch_5/000108.JPG,batch_5_000108.JPG,3004,6,cup,"1334.00,1064.00,220.00,153.00","0.589869,0.349418,0.089869,0.046875",2448,3264,0.00421262,tiny,False
test,1007,batch_5/000108.JPG,batch_5_000108.JPG,3192,5,cigarette,"652.00,1538.00,46.00,36.00","0.275735,0.476716,0.018791,0.011029",2448,3264,0.00020725,tiny,False
test,1008,batch_5/000120.JPG,batch_5_000120.JPG,3006,1,bottle,"1305.00,2250.00,312.00,682.00","0.596814,0.793811,0.127451,0.208946",2448,3264,0.02663038,small,False
test,1008,batch_5/000120.JPG,batch_5_000120.JPG,3007,1,bottle,"1336.00,750.00,213.00,120.00","0.589257,0.248162,0.087010,0.036765",2448,3264,0.00319889,tiny,False
test,1008,batch_5/000120.JPG,batch_5_000120.JPG,3008,6,cup,"1246.00,1225.00,291.00,387.00","0.568423,0.434589,0.118873,0.118566",2448,3264,0.01409426,small,False
train,1009,batch_5/000110.JPG,batch_5_000110.JPG,3010,0,bag_wrapper,"787.00,1695.00,271.00,227.00","0.282629,0.738766,0.083027,0.092729",3264,2448,0.00769899,tiny,False
train,1010,batch_5/000111.JPG,batch_5_000111.JPG,3011,1,bottle,"804.00,1987.00,310.00,211.00","0.391748,0.641085,0.126634,0.064645",2448,3264,0.0081862,tiny,False
train,1010,batch_5/000111.JPG,batch_5_000111.JPG,3012,2,bottle_cap,"996.00,2177.00,45.00,39.00","0.416054,0.672947,0.018382,0.011949",2448,3264,0.00021964,tiny,False
train,1010,batch_5/000111.JPG,batch_5_000111.JPG,3014,0,bag_wrapper,"2.00,2104.00,249.00,97.00","0.051675,0.659467,0.101716,0.029718",2448,3264,0.0030228,tiny,False
test,1011,batch_5/000112.JPG,batch_5_000112.JPG,3016,0,bag_wrapper,"703.00,1540.00,484.00,561.00","0.386029,0.557751,0.197712,0.171875",2448,3264,0.03398182,small,False
train,1012,batch_5/000113.JPG,batch_5_000113.JPG,3017,4,carton,"796.00,645.00,706.00,478.00","0.352022,0.361111,0.216299,0.195261",3264,2448,0.04223486,small,False
train,1012,batch_5/000113.JPG,batch_5_000113.JPG,3018,0,bag_wrapper,"862.00,673.00,536.00,304.00","0.346201,0.337010,0.164216,0.124183",3264,2448,0.0203928,small,False
train,1013,batch_5/000114.JPG,batch_5_000114.JPG,3021,1,bottle,"1062.00,556.00,534.00,323.00","0.542892,0.219822,0.218137,0.098958",2448,3264,0.0215865,small,False
train,1013,batch_5/000114.JPG,batch_5_000114.JPG,3022,2,bottle_cap,"1517.00,556.00,79.00,94.00","0.635825,0.184743,0.032271,0.028799",2448,3264,0.00092938,tiny,False
train,1013,batch_5/000114.JPG,batch_5_000114.JPG,3193,5,cigarette,"1084.00,1406.00,74.00,48.00","0.457925,0.438113,0.030229,0.014706",2448,3264,0.00044454,tiny,False
train,1014,batch_5/000115.JPG,batch_5_000115.JPG,3024,0,bag_wrapper,"1136.00,1453.00,181.00,183.00","0.501021,0.473192,0.073938,0.056066",2448,3264,0.00414542,tiny,False
test,1015,batch_5/000116.JPG,batch_5_000116.JPG,3025,4,carton,"1128.00,1811.00,493.00,280.00","0.421109,0.796977,0.151042,0.114379",3264,2448,0.01727601,small,False
test,1015,batch_5/000116.JPG,batch_5_000116.JPG,3026,0,bag_wrapper,"1061.00,1885.00,92.00,104.00","0.339154,0.791258,0.028186,0.042484",3264,2448,0.00119746,tiny,False
train,1017,batch_5/000118.JPG,batch_5_000118.JPG,3028,6,cup,"1110.00,1050.00,550.00,433.00","0.424326,0.517361,0.168505,0.176879",3264,2448,0.02980499,small,False
train,1018,batch_5/000000.JPG,batch_5_000000.JPG,3029,6,cup,"1001.00,1872.00,189.00,242.00","0.447508,0.610600,0.077206,0.074142",2448,3264,0.00572421,tiny,False
train,1019,batch_5/000001.JPG,batch_5_000001.JPG,3032,1,bottle,"1310.00,1445.00,293.00,212.00","0.594975,0.475184,0.119690,0.064951",2448,3264,0.00777395,tiny,False
train,1019,batch_5/000001.JPG,batch_5_000001.JPG,3033,2,bottle_cap,"1567.00,1445.00,35.00,44.00","0.647263,0.449449,0.014297,0.013480",2448,3264,0.00019273,tiny,False
val,1020,batch_5/000002.JPG,batch_5_000002.JPG,3034,3,can,"1410.00,1275.00,236.00,241.00","0.624183,0.427543,0.096405,0.073836",2448,3264,0.00711816,tiny,False
test,1021,batch_5/000004.JPG,batch_5_000004.JPG,3036,0,bag_wrapper,"674.00,903.00,546.00,442.00","0.290135,0.459150,0.167279,0.180556",3264,2448,0.03020323,small,False
test,1021,batch_5/000004.JPG,batch_5_000004.JPG,3037,3,can,"2127.00,691.00,628.00,518.00","0.747855,0.388072,0.192402,0.211601",3264,2448,0.04071251,small,False
test,1022,batch_5/000005.JPG,batch_5_000005.JPG,3041,6,cup,"1396.00,1136.00,685.00,682.00","0.532629,0.603350,0.209865,0.278595",3264,2448,0.05846735,medium,False
test,1022,batch_5/000005.JPG,batch_5_000005.JPG,3042,3,can,"613.00,435.00,197.00,430.00","0.217984,0.265523,0.060355,0.175654",3264,2448,0.01060164,small,False
test,1022,batch_5/000005.JPG,batch_5_000005.JPG,3043,2,bottle_cap,"403.00,840.00,69.00,90.00","0.134038,0.361520,0.021140,0.036765",3264,2448,0.0007772,tiny,False
test,1022,batch_5/000005.JPG,batch_5_000005.JPG,3044,1,bottle,"436.00,1828.00,419.00,502.00","0.197763,0.849265,0.128370,0.205065",3264,2448,0.02632426,small,False
train,1023,batch_5/000006.JPG,batch_5_000006.JPG,3045,0,bag_wrapper,"720.00,1403.00,883.00,487.00","0.474469,0.504442,0.360703,0.149203",2448,3264,0.05381807,medium,False
train,1023,batch_5/000006.JPG,batch_5_000006.JPG,3046,0,bag_wrapper,"1768.00,1030.00,256.00,284.00","0.774510,0.359069,0.104575,0.087010",2448,3264,0.00909906,tiny,False
test,1024,batch_5/000007.JPG,batch_5_000007.JPG,3047,3,can,"1461.00,956.00,332.00,219.00","0.498468,0.435253,0.101716,0.089461",3264,2448,0.00909957,tiny,False
train,1025,batch_5/000008.JPG,batch_5_000008.JPG,3048,1,bottle,"1032.00,1443.00,509.00,278.00","0.525531,0.484681,0.207925,0.085172",2448,3264,0.01770928,small,False
train,1026,batch_5/000009.JPG,batch_5_000009.JPG,3049,7,straw,"775.00,1749.00,404.00,226.00","0.399101,0.570466,0.165033,0.069240",2448,3264,0.0114269,small,False
train,1026,batch_5/000009.JPG,batch_5_000009.JPG,3050,7,straw,"1476.00,1010.00,97.00,363.00","0.622753,0.365043,0.039624,0.111213",2448,3264,0.00440673,tiny,False
val,1027,batch_5/000010.JPG,batch_5_000010.JPG,3194,5,cigarette,"2932.00,312.00,132.00,54.00","0.918505,0.138480,0.040441,0.022059",3264,2448,0.00089208,tiny,False
train,1028,batch_5/000011.JPG,batch_5_000011.JPG,3054,3,can,"836.00,1228.00,594.00,315.00","0.462827,0.424479,0.242647,0.096507",2448,3264,0.02341723,small,False
val,1029,batch_5/000012.JPG,batch_5_000012.JPG,3056,4,carton,"1384.00,985.00,1064.00,855.00","0.782680,0.432751,0.434641,0.261949",2448,3264,0.11385345,medium,False
val,1029,batch_5/000012.JPG,batch_5_000012.JPG,3057,0,bag_wrapper,"1350.00,1445.00,210.00,271.00","0.594363,0.484222,0.085784,0.083027",2448,3264,0.00712241,tiny,False
val,1029,batch_5/000012.JPG,batch_5_000012.JPG,3058,0,bag_wrapper,"1441.00,1393.00,194.00,144.00","0.628268,0.448836,0.079248,0.044118",2448,3264,0.00349625,tiny,False
val,1029,batch_5/000012.JPG,batch_5_000012.JPG,3060,3,can,"825.00,1405.00,303.00,434.00","0.398897,0.496936,0.123775,0.132966",2448,3264,0.01645776,small,False
val,1029,batch_5/000012.JPG,batch_5_000012.JPG,3061,3,can,"1149.00,1297.00,261.00,457.00","0.522672,0.467371,0.106618,0.140012",2448,3264,0.01492778,small,False
val,1029,batch_5/000012.JPG,batch_5_000012.JPG,3062,3,can,"1277.00,1590.00,502.00,341.00","0.624183,0.539369,0.205065,0.104473",2448,3264,0.0214238,small,False
val,1029,batch_5/000012.JPG,batch_5_000012.JPG,3063,3,can,"1509.00,1449.00,261.00,192.00","0.669730,0.473346,0.106618,0.058824",2448,3264,0.00627163,tiny,False
val,1030,batch_5/000013.JPG,batch_5_000013.JPG,3064,3,can,"704.00,1622.00,248.00,126.00","0.338235,0.516238,0.101307,0.038603",2448,3264,0.00391076,tiny,False
train,1032,batch_5/000015.JPG,batch_5_000015.JPG,3066,6,cup,"1358.00,1589.00,151.00,165.00","0.585580,0.512102,0.061683,0.050551",2448,3264,0.00311817,tiny,False
train,1032,batch_5/000015.JPG,batch_5_000015.JPG,3067,6,cup,"1065.00,1498.00,160.00,140.00","0.467729,0.480392,0.065359,0.042892",2448,3264,0.00280341,tiny,False
train,1032,batch_5/000015.JPG,batch_5_000015.JPG,3068,3,can,"949.00,1536.00,86.00,95.00","0.405229,0.485141,0.035131,0.029105",2448,3264,0.00102249,tiny,False
train,1032,batch_5/000015.JPG,batch_5_000015.JPG,3069,3,can,"942.00,1624.00,210.00,88.00","0.427696,0.511029,0.085784,0.026961",2448,3264,0.00231281,tiny,False
train,1032,batch_5/000015.JPG,batch_5_000015.JPG,3070,3,can,"1125.00,1571.00,210.00,105.00","0.502451,0.497396,0.085784,0.032169",2448,3264,0.00275961,tiny,False
train,1032,batch_5/000015.JPG,batch_5_000015.JPG,3071,3,can,"1132.00,1522.00,186.00,87.00","0.500408,0.479626,0.075980,0.026654",2448,3264,0.00202521,tiny,False
train,1032,batch_5/000015.JPG,batch_5_000015.JPG,3078,4,carton,"1724.00,1558.00,121.00,84.00","0.728962,0.490196,0.049428,0.025735",2448,3264,0.00127205,tiny,False
train,1033,batch_5/000016.JPG,batch_5_000016.JPG,3080,3,can,"1232.00,1628.00,234.00,332.00","0.551062,0.549632,0.095588,0.101716",2448,3264,0.00972282,tiny,False
val,1034,batch_5/000017.JPG,batch_5_000017.JPG,3083,3,can,"907.00,1125.00,459.00,321.00","0.464257,0.393842,0.187500,0.098346",2448,3264,0.0184398,small,False
test,1036,batch_5/000019.JPG,batch_5_000019.JPG,3085,7,straw,"1099.00,1403.00,421.00,165.00","0.534926,0.455116,0.171977,0.050551",2448,3264,0.0086937,tiny,False
val,1037,batch_5/000020.JPG,batch_5_000020.JPG,3088,4,carton,"1643.00,383.00,364.00,462.00","0.745507,0.188113,0.148693,0.141544",2448,3264,0.02104659,small,False
val,1037,batch_5/000020.JPG,batch_5_000020.JPG,3089,4,carton,"959.00,1131.00,595.00,900.00","0.513276,0.484375,0.243056,0.275735",2448,3264,0.067019,medium,False
val,1037,batch_5/000020.JPG,batch_5_000020.JPG,3090,0,bag_wrapper,"949.00,1382.00,193.00,228.00","0.427083,0.458333,0.078840,0.069853",2448,3264,0.0055072,tiny,False
val,1037,batch_5/000020.JPG,batch_5_000020.JPG,3091,0,bag_wrapper,"1241.00,2449.00,526.00,434.00","0.614379,0.816789,0.214869,0.132966",2448,3264,0.02857024,small,False
val,1037,batch_5/000020.JPG,batch_5_000020.JPG,3195,5,cigarette,"1256.00,3088.00,70.00,50.00","0.527369,0.953738,0.028595,0.015319",2448,3264,0.00043803,tiny,False
val,1037,batch_5/000020.JPG,batch_5_000020.JPG,3196,5,cigarette,"1220.00,610.00,48.00,66.00","0.508170,0.196998,0.019608,0.020221",2448,3264,0.00039648,tiny,False
train,1038,batch_5/000021.JPG,batch_5_000021.JPG,3093,0,bag_wrapper,"1217.00,1251.00,421.00,410.00","0.583129,0.446078,0.171977,0.125613",2448,3264,0.02160252,small,False
train,1039,batch_5/000022.JPG,batch_5_000022.JPG,3094,0,bag_wrapper,"512.00,1449.00,1390.00,1012.00","0.493056,0.598958,0.567810,0.310049",2448,3264,0.17604908,medium,False
train,1039,batch_5/000022.JPG,batch_5_000022.JPG,3095,0,bag_wrapper,"1086.00,1133.00,536.00,557.00","0.553105,0.432445,0.218954,0.170650",2448,3264,0.03736444,small,False
train,1039,batch_5/000022.JPG,batch_5_000022.JPG,3096,0,bag_wrapper,"1913.00,1913.00,128.00,126.00","0.807598,0.605392,0.052288,0.038603",2448,3264,0.00201845,tiny,False
train,1039,batch_5/000022.JPG,batch_5_000022.JPG,3097,0,bag_wrapper,"1399.00,1017.00,605.00,362.00","0.695057,0.367034,0.247141,0.110907",2448,3264,0.02740958,small,False
train,1039,batch_5/000022.JPG,batch_5_000022.JPG,3098,0,bag_wrapper,"1367.00,449.00,72.00,146.00","0.573121,0.159926,0.029412,0.044730",2448,3264,0.0013156,tiny,False
val,1040,batch_5/000023.JPG,batch_5_000023.JPG,3099,0,bag_wrapper,"1173.00,1534.00,278.00,147.00","0.535948,0.492494,0.113562,0.045037",2448,3264,0.00511447,tiny,False
train,1041,batch_5/000024.JPG,batch_5_000024.JPG,3100,0,bag_wrapper,"420.00,1722.00,876.00,913.00","0.350490,0.667433,0.357843,0.279718",2448,3264,0.10009522,medium,False
train,1042,batch_5/000025.JPG,batch_5_000025.JPG,3101,6,cup,"1292.00,1677.00,181.00,110.00","0.564747,0.530637,0.073938,0.033701",2448,3264,0.00249178,tiny,False
val,1043,batch_5/000026.JPG,batch_5_000026.JPG,3102,6,cup,"1431.00,1326.00,131.00,183.00","0.611315,0.434283,0.053513,0.056066",2448,3264,0.00300027,tiny,False
val,1044,batch_5/000027.JPG,batch_5_000027.JPG,3103,1,bottle,"1256.00,234.00,175.00,686.00","0.548815,0.176777,0.071487,0.210172",2448,3264,0.01502452,small,False
val,1044,batch_5/000027.JPG,batch_5_000027.JPG,3104,1,bottle,"944.00,1874.00,92.00,284.00","0.404412,0.617647,0.037582,0.087010",2448,3264,0.00326998,tiny,False
val,1044,batch_5/000027.JPG,batch_5_000027.JPG,3105,1,bottle,"876.00,1796.00,88.00,279.00","0.375817,0.592984,0.035948,0.085478",2448,3264,0.00307274,tiny,False
train,1045,batch_5/000028.JPG,batch_5_000028.JPG,3106,1,bottle,"1055.00,1724.00,341.00,661.00","0.500613,0.629442,0.139297,0.202512",2448,3264,0.02820943,small,False
train,1045,batch_5/000028.JPG,batch_5_000028.JPG,3197,5,cigarette,"506.00,1954.00,38.00,58.00","0.214461,0.607537,0.015523,0.017770",2448,3264,0.00027584,tiny,False
train,1045,batch_5/000028.JPG,batch_5_000028.JPG,3198,5,cigarette,"192.00,2686.00,46.00,86.00","0.087827,0.836091,0.018791,0.026348",2448,3264,0.0004951,tiny,False
val,1046,batch_5/000029.JPG,batch_5_000029.JPG,3107,4,carton,"1256.00,1544.00,284.00,240.00","0.571078,0.509804,0.116013,0.073529",2448,3264,0.00853037,tiny,False
val,1046,batch_5/000029.JPG,batch_5_000029.JPG,3108,7,straw,"1068.00,1587.00,65.00,169.00","0.449551,0.512102,0.026552,0.051777",2448,3264,0.0013748,tiny,False
val,1046,batch_5/000029.JPG,batch_5_000029.JPG,3110,6,cup,"947.00,1666.00,259.00,383.00","0.439747,0.569087,0.105801,0.117341",2448,3264,0.01241472,small,False
val,1046,batch_5/000029.JPG,batch_5_000029.JPG,3111,0,bag_wrapper,"1221.00,1891.00,79.00,70.00","0.514910,0.590074,0.032271,0.021446",2448,3264,0.00069209,tiny,False
train,1047,batch_5/000030.JPG,batch_5_000030.JPG,3113,6,cup,"1152.00,1563.00,179.00,299.00","0.507149,0.524663,0.073121,0.091605",2448,3264,0.00669827,tiny,False
train,1047,batch_5/000030.JPG,batch_5_000030.JPG,3199,5,cigarette,"982.00,1736.00,28.00,54.00","0.406863,0.540135,0.011438,0.016544",2448,3264,0.00018923,tiny,False
train,1047,batch_5/000030.JPG,batch_5_000030.JPG,3200,5,cigarette,"998.00,1672.00,40.00,58.00","0.415850,0.521140,0.016340,0.017770",2448,3264,0.00029035,tiny,False
train,1047,batch_5/000030.JPG,batch_5_000030.JPG,3201,5,cigarette,"1038.00,1674.00,60.00,36.00","0.436275,0.518382,0.024510,0.011029",2448,3264,0.00027033,tiny,False
train,1047,batch_5/000030.JPG,batch_5_000030.JPG,3202,5,cigarette,"1060.00,1578.00,16.00,56.00","0.436275,0.492034,0.006536,0.017157",2448,3264,0.00011214,tiny,False
train,1047,batch_5/000030.JPG,batch_5_000030.JPG,3203,5,cigarette,"1108.00,1644.00,32.00,32.00","0.459150,0.508578,0.013072,0.009804",2448,3264,0.00012816,tiny,False
train,1047,batch_5/000030.JPG,batch_5_000030.JPG,3204,5,cigarette,"1098.00,1510.00,38.00,58.00","0.456291,0.471507,0.015523,0.017770",2448,3264,0.00027584,tiny,False
train,1047,batch_5/000030.JPG,batch_5_000030.JPG,3205,5,cigarette,"1128.00,1604.00,24.00,34.00","0.465686,0.496630,0.009804,0.010417",2448,3264,0.00010212,tiny,False
train,1047,batch_5/000030.JPG,batch_5_000030.JPG,3206,5,cigarette,"1118.00,1604.00,38.00,26.00","0.464461,0.495404,0.015523,0.007966",2448,3264,0.00012365,tiny,False
train,1047,batch_5/000030.JPG,batch_5_000030.JPG,3207,5,cigarette,"1104.00,1584.00,54.00,26.00","0.462010,0.489277,0.022059,0.007966",2448,3264,0.00017571,tiny,False
train,1047,batch_5/000030.JPG,batch_5_000030.JPG,3208,5,cigarette,"1084.00,1564.00,14.00,76.00","0.445670,0.490809,0.005719,0.023284",2448,3264,0.00013316,tiny,False
train,1047,batch_5/000030.JPG,batch_5_000030.JPG,3209,5,cigarette,"982.00,1794.00,36.00,26.00","0.408497,0.553615,0.014706,0.007966",2448,3264,0.00011714,tiny,False
train,1047,batch_5/000030.JPG,batch_5_000030.JPG,3210,5,cigarette,"998.00,1802.00,38.00,30.00","0.415441,0.556679,0.015523,0.009191",2448,3264,0.00014267,tiny,False
train,1047,batch_5/000030.JPG,batch_5_000030.JPG,3211,5,cigarette,"1060.00,1802.00,28.00,14.00","0.438725,0.554228,0.011438,0.004289",2448,3264,4.906e-05,tiny,False
train,1047,batch_5/000030.JPG,batch_5_000030.JPG,3212,5,cigarette,"418.00,1964.00,16.00,26.00","0.174020,0.605699,0.006536,0.007966",2448,3264,5.206e-05,tiny,False
train,1047,batch_5/000030.JPG,batch_5_000030.JPG,3213,5,cigarette,"1394.00,200.00,14.00,36.00","0.572304,0.066789,0.005719,0.011029",2448,3264,6.308e-05,tiny,False
test,1048,batch_5/000031.JPG,batch_5_000031.JPG,3115,7,straw,"1324.00,1524.00,89.00,377.00","0.559028,0.524663,0.036356,0.115502",2448,3264,0.00419923,tiny,False
test,1048,batch_5/000031.JPG,batch_5_000031.JPG,3214,5,cigarette,"1444.00,1314.00,50.00,52.00","0.600082,0.410539,0.020425,0.015931",2448,3264,0.0003254,tiny,False
test,1048,batch_5/000031.JPG,batch_5_000031.JPG,3215,5,cigarette,"210.00,3146.00,50.00,66.00","0.095997,0.973958,0.020425,0.020221",2448,3264,0.000413,tiny,False
test,1048,batch_5/000031.JPG,batch_5_000031.JPG,3216,5,cigarette,"180.00,3180.00,32.00,46.00","0.080065,0.981311,0.013072,0.014093",2448,3264,0.00018422,tiny,False
test,1048,batch_5/000031.JPG,batch_5_000031.JPG,3217,5,cigarette,"154.00,3234.00,32.00,30.00","0.069444,0.995404,0.013072,0.009191",2448,3264,0.00012015,tiny,False
val,1049,batch_5/000033.JPG,batch_5_000033.JPG,3116,0,bag_wrapper,"896.00,1710.00,249.00,361.00","0.416871,0.579197,0.101716,0.110600",2448,3264,0.0112498,small,False
train,1050,batch_5/000034.JPG,batch_5_000034.JPG,3117,4,carton,"1250.00,1608.00,279.00,344.00","0.567606,0.545343,0.113971,0.105392",2448,3264,0.01201161,small,False
train,1050,batch_5/000034.JPG,batch_5_000034.JPG,3218,5,cigarette,"1244.00,1484.00,36.00,46.00","0.515523,0.461703,0.014706,0.014093",2448,3264,0.00020725,tiny,False
val,1051,batch_5/000035.JPG,batch_5_000035.JPG,3118,6,cup,"1557.00,1660.00,209.00,306.00","0.678717,0.555453,0.085376,0.093750",2448,3264,0.00800398,tiny,False
train,1052,batch_5/000036.JPG,batch_5_000036.JPG,3120,6,cup,"1341.00,1627.00,235.00,234.00","0.595792,0.534314,0.095997,0.071691",2448,3264,0.00688212,tiny,False
train,1052,batch_5/000036.JPG,batch_5_000036.JPG,3122,0,bag_wrapper,"1507.00,1827.00,388.00,395.00","0.694853,0.620251,0.158497,0.121017",2448,3264,0.01918082,small,False
train,1052,batch_5/000036.JPG,batch_5_000036.JPG,3123,0,bag_wrapper,"648.00,826.00,181.00,151.00","0.301675,0.276195,0.073938,0.046262",2448,3264,0.00342053,tiny,False
train,1052,batch_5/000036.JPG,batch_5_000036.JPG,3124,3,can,"1176.00,1015.00,154.00,200.00","0.511846,0.341605,0.062908,0.061275",2448,3264,0.00385469,tiny,False
train,1052,batch_5/000036.JPG,batch_5_000036.JPG,3125,3,can,"323.00,3149.00,217.00,115.00","0.176266,0.982384,0.088644,0.035233",2448,3264,0.00312317,tiny,False
train,1054,batch_5/000038.JPG,batch_5_000038.JPG,3131,0,bag_wrapper,"919.00,1723.00,117.00,371.00","0.399306,0.584712,0.047794,0.113664",2448,3264,0.00543248,tiny,False
train,1056,batch_5/000040.JPG,batch_5_000040.JPG,3133,3,can,"2054.00,988.00,470.00,372.00","0.701287,0.479575,0.143995,0.151961",3264,2448,0.02188161,small,False
train,1056,batch_5/000040.JPG,batch_5_000040.JPG,3134,2,bottle_cap,"1658.00,1300.00,92.00,90.00","0.522059,0.549428,0.028186,0.036765",3264,2448,0.00103626,tiny,False
train,1056,batch_5/000040.JPG,batch_5_000040.JPG,3135,7,straw,"679.00,846.00,97.00,547.00","0.222886,0.457312,0.029718,0.223448",3264,2448,0.00664045,tiny,False
train,1057,batch_5/000041.JPG,batch_5_000041.JPG,3136,6,cup,"738.00,2192.00,266.00,250.00","0.355801,0.709865,0.108660,0.076593",2448,3264,0.00832262,tiny,False
train,1057,batch_5/000041.JPG,batch_5_000041.JPG,3137,6,cup,"1420.00,1301.00,474.00,282.00","0.676879,0.441789,0.193627,0.086397",2448,3264,0.01672884,small,False
train,1059,batch_5/000043.JPG,batch_5_000043.JPG,3140,0,bag_wrapper,"981.00,1431.00,572.00,384.00","0.517565,0.497243,0.233660,0.117647",2448,3264,0.02748943,small,False
train,1060,batch_5/000045.JPG,batch_5_000045.JPG,3144,0,bag_wrapper,"697.00,2295.00,198.00,62.00","0.325163,0.712623,0.080882,0.018995",2448,3264,0.00153637,tiny,False
train,1060,batch_5/000045.JPG,batch_5_000045.JPG,3145,0,bag_wrapper,"393.00,1730.00,94.00,173.00","0.179739,0.556526,0.038399,0.053002",2448,3264,0.00203522,tiny,False
test,1061,batch_5/000046.JPG,batch_5_000046.JPG,3146,3,can,"1067.00,1422.00,324.00,372.00","0.502042,0.492647,0.132353,0.113971",2448,3264,0.01508434,small,False
train,1062,batch_5/000047.JPG,batch_5_000047.JPG,3147,6,cup,"1624.00,1289.00,189.00,207.00","0.702002,0.426624,0.077206,0.063419",2448,3264,0.00489633,tiny,False
train,1062,batch_5/000047.JPG,batch_5_000047.JPG,3219,5,cigarette,"154.00,786.00,34.00,28.00","0.069853,0.245098,0.013889,0.008578",2448,3264,0.00011914,tiny,False
train,1063,batch_5/000048.JPG,batch_5_000048.JPG,3151,1,bottle,"880.00,968.00,103.00,235.00","0.380515,0.332567,0.042075,0.071998",2448,3264,0.00302931,tiny,False
train,1064,batch_5/000049.JPG,batch_5_000049.JPG,3152,6,cup,"1538.00,2113.00,266.00,310.00","0.682598,0.694853,0.108660,0.094975",2448,3264,0.01032005,small,False
train,1064,batch_5/000049.JPG,batch_5_000049.JPG,3153,6,cup,"1966.00,171.00,165.00,163.00","0.836806,0.077359,0.067402,0.049939",2448,3264,0.00336597,tiny,False
train,1064,batch_5/000049.JPG,batch_5_000049.JPG,3154,6,cup,"949.00,1781.00,385.00,242.00","0.466299,0.582721,0.157271,0.074142",2448,3264,0.01166043,small,False
train,1064,batch_5/000049.JPG,batch_5_000049.JPG,3155,7,straw,"1435.00,2322.00,274.00,362.00","0.642157,0.766850,0.111928,0.110907",2448,3264,0.01241359,small,False
train,1064,batch_5/000049.JPG,batch_5_000049.JPG,3156,7,straw,"1963.00,0.00,106.00,286.00","0.823529,0.043811,0.043301,0.087623",2448,3264,0.00379411,tiny,False
train,1064,batch_5/000049.JPG,batch_5_000049.JPG,3159,4,carton,"790.00,1129.00,753.00,673.00","0.476511,0.448989,0.307598,0.206189",2448,3264,0.06342325,medium,False
train,1064,batch_5/000049.JPG,batch_5_000049.JPG,3160,4,carton,"1935.00,608.00,512.00,715.00","0.895016,0.295803,0.209150,0.219056",2448,3264,0.04581571,small,False
train,1064,batch_5/000049.JPG,batch_5_000049.JPG,3161,0,bag_wrapper,"1451.00,552.00,452.00,267.00","0.685049,0.210018,0.184641,0.081801",2448,3264,0.01510387,small,False
train,1064,batch_5/000049.JPG,batch_5_000049.JPG,3220,5,cigarette,"1734.00,864.00,80.00,24.00","0.724673,0.268382,0.032680,0.007353",2448,3264,0.00024029,tiny,False
train,1065,batch_5/000050.JPG,batch_5_000050.JPG,3164,4,carton,"663.00,1829.00,349.00,519.00","0.342116,0.639859,0.142565,0.159007",2448,3264,0.02266894,small,False
train,1065,batch_5/000050.JPG,batch_5_000050.JPG,3165,0,bag_wrapper,"721.00,1982.00,145.00,252.00","0.324142,0.645833,0.059232,0.077206",2448,3264,0.00457306,tiny,False
train,1066,batch_5/000051.JPG,batch_5_000051.JPG,3167,3,can,"865.00,1143.00,353.00,254.00","0.425449,0.389093,0.144199,0.077819",2448,3264,0.0112214,small,False
train,1067,batch_5/000052.JPG,batch_5_000052.JPG,3168,1,bottle,"1517.00,976.00,86.00,236.00","0.637255,0.335172,0.035131,0.072304",2448,3264,0.00254009,tiny,False
val,1069,batch_5/000055.JPG,batch_5_000055.JPG,3170,6,cup,"876.00,794.00,307.00,445.00","0.420547,0.311428,0.125408,0.136336",2448,3264,0.01709767,small,False
val,1069,batch_5/000055.JPG,batch_5_000055.JPG,3172,7,straw,"974.00,491.00,73.00,276.00","0.412786,0.192708,0.029820,0.084559",2448,3264,0.00252157,tiny,False
train,1070,batch_5/000056.JPG,batch_5_000056.JPG,3174,6,cup,"699.00,2374.00,267.00,223.00","0.340074,0.761489,0.109069,0.068321",2448,3264,0.00745169,tiny,False
train,1070,batch_5/000056.JPG,batch_5_000056.JPG,3175,4,carton,"897.00,2464.00,159.00,170.00","0.398897,0.780944,0.064951,0.052083",2448,3264,0.00338286,tiny,False
train,1071,batch_5/000057.JPG,batch_5_000057.JPG,3177,0,bag_wrapper,"1008.00,1968.00,513.00,300.00","0.516544,0.648897,0.209559,0.091912",2448,3264,0.01926092,small,False
train,1072,batch_5/000058.JPG,batch_5_000058.JPG,3178,0,bag_wrapper,"1092.00,1262.00,161.00,241.00","0.478962,0.423560,0.065768,0.073836",2448,3264,0.00485603,tiny,False
